Codigo,Disciplina,Turma,Vagas Ofe,Dia,Horario,Docente
ARQB80,ATELIER DE PROJETO 7,050500,15,QUA,14:50 às 18:30,Naia Alban Suarez
ARQB80,ATELIER DE PROJETO 7,050500,15,SEX,14:50 às 18:30,Naia Alban Suarez
ARQB80,ATELIER DE PROJETO 7,060600,15,SEG,14:50 às 18:30,Ariadne Moraes Silva
ARQB80,ATELIER DE PROJETO 7,060600,15,QUA,14:50 às 18:30,Ariadne Moraes Silva
ARQB80,ATELIER DE PROJETO 7,060600,15,SEX,14:50 às 18:30,Ariadne Moraes Silva
ARQB82,ATELIER DE PLANEJAMENTO URBANO-REGIONAL 1,010100,15,TER,07:55 às 12:30,Alexandre Pajeu Moura
ARQB82,ATELIER DE PLANEJAMENTO URBANO-REGIONAL 1,010100,15,QUI,07:55 às 11:35,Alexandre Pajeu Moura
ARQB82,ATELIER DE PLANEJAMENTO URBANO-REGIONAL 1,020200,15,TER,07:55 às 12:30,Mayara Mychella Sena Araujo
ARQB82,ATELIER DE PLANEJAMENTO URBANO-REGIONAL 1,020200,15,QUI,07:55 às 11:35,Docente não informado pelo Departamento
ARQB82,ATELIER DE PLANEJAMENTO URBANO-REGIONAL 1,030300,15,TER,07:55 às 12:30,Eduardo Teixeira de Carvalho
ARQB82,ATELIER DE PLANEJAMENTO URBANO-REGIONAL 1,030300,15,QUI,07:55 às 11:35,Eduardo Teixeira de Carvalho
ARQB82,ATELIER DE PLANEJAMENTO URBANO-REGIONAL 1,040400,15,TER,13:55 às 18:30,Thais de Bhanthumchinda Portela
ARQB82,ATELIER DE PLANEJAMENTO URBANO-REGIONAL 1,040400,15,QUI,13:55 às 17:35,Thais de Bhanthumchinda Portela
ARQB82,ATELIER DE PLANEJAMENTO URBANO-REGIONAL 1,050500,15,TER,13:55 às 18:30,Paola Berenstein Jacques
ARQB82,ATELIER DE PLANEJAMENTO URBANO-REGIONAL 1,050500,15,QUI,13:55 às 17:35,Paola Berenstein Jacques
ARQB82,ATELIER DE PLANEJAMENTO URBANO-REGIONAL 1,060600,15,TER,13:55 às 18:30,Marina Coelho Teixeira
ARQB82,ATELIER DE PLANEJAMENTO URBANO-REGIONAL 1,060600,15,QUI,13:55 às 17:35,Marina Coelho Teixeira
BIOC07,ATIVIDADE INTERDISCIPLINAR,110000,1,QUA,14:50 às 16:40,Docente Concursado
COMB49,ACCS: AUDIOVISUAL E DIREITO Á CIDADE,010100,3,SEX,08:50 às 10:40,Marcos Oliveira de Carvalho
COMB49,ACCS: AUDIOVISUAL E DIREITO Á CIDADE,010100,3,SEX,10:40 às 12:30,Marcos Oliveira de Carvalho
ENFC53,"ACCS: ARTE, SAÚDE E SUSTENTABILIDADE EM COMUNIDADES QUILOMBO",010100,2,QUA,13:55 às 15:45,Climene Laura de Camargo
ENFC53,"ACCS: ARTE, SAÚDE E SUSTENTABILIDADE EM COMUNIDADES QUILOMBO",010100,2,SAB,07:55 às 08:50,Maria Carolina Ortiz Whitaker
ENFC53,"ACCS: ARTE, SAÚDE E SUSTENTABILIDADE EM COMUNIDADES QUILOMBO",010100,2,CMB,00:00 às 00:00,Climene Laura de Camargo
ENFC53,"ACCS: ARTE, SAÚDE E SUSTENTABILIDADE EM COMUNIDADES QUILOMBO",010100,2,CMB,00:00 às 00:00,Maria Carolina Ortiz Whitaker
ENG021,MECANICA DAS ESTRUTURAS,010100,43,TER,08:50 às 10:40,Luiz Henrique de Almeida Neiva
ENG021,MECANICA DAS ESTRUTURAS,010100,43,QUI,08:50 às 10:40,Luiz Henrique de Almeida Neiva
ENG022,MATERIAIS DE CONSTRUÇÃO,010100,30,SEG,07:00 às 08:50,Cleber Marcos Ribeiro Dias
ENG022,MATERIAIS DE CONSTRUÇÃO,010100,30,QUA,07:00 às 08:50,Cleber Marcos Ribeiro Dias
ENG022,MATERIAIS DE CONSTRUÇÃO,010100,30,SEX,07:00 às 08:50,Cleber Marcos Ribeiro Dias
ENG022,MATERIAIS DE CONSTRUÇÃO,020200,30,SEG,13:00 às 14:50,Antonio Freitas da Silva Filho
ENG022,MATERIAIS DE CONSTRUÇÃO,020200,30,QUA,13:00 às 14:50,Antonio Freitas da Silva Filho
ENG022,MATERIAIS DE CONSTRUÇÃO,020200,30,SEX,13:00 às 14:50,Antonio Freitas da Silva Filho
ENG023,TECNICAS CONSTRUTIVAS I,010100,40,TER,10:40 às 12:30,Ricardo Fernandes Carvalho
ENG023,TECNICAS CONSTRUTIVAS I,010100,40,QUI,10:40 às 12:30,Ricardo Fernandes Carvalho
ENG023,TECNICAS CONSTRUTIVAS I,020200,45,TER,16:40 às 18:30,Ricardo Fernandes Carvalho
ENG023,TECNICAS CONSTRUTIVAS I,020200,45,QUI,16:40 às 18:30,Ricardo Fernandes Carvalho
ENG024,TÉCNICAS CONSTRUTIVAS II,010100,40,TER,10:40 às 12:30,Docente Substituto a Contratar
ENG024,TÉCNICAS CONSTRUTIVAS II,010100,40,QUI,10:40 às 12:30,Docente Substituto a Contratar
ENG024,TÉCNICAS CONSTRUTIVAS II,020200,40,TER,16:40 às 18:30,Docente Substituto a Contratar
ENG024,TÉCNICAS CONSTRUTIVAS II,020200,40,QUI,16:40 às 18:30,Docente Substituto a Contratar
ENG025,INTRODUCAO AOS SISTEMAS ESTRUTURAIS,010100,40,SEG,07:00 às 08:50,Giada Claudia Bettazzi
ENG025,INTRODUCAO AOS SISTEMAS ESTRUTURAIS,010100,40,QUA,07:00 às 08:50,Giada Claudia Bettazzi
ENG025,INTRODUCAO AOS SISTEMAS ESTRUTURAIS,010100,40,SEX,07:00 às 08:50,Giada Claudia Bettazzi
ENGP32,ACCS: BIOCONSTRUÇÃO-A TERRA COMO MATERIAL DE CONSTRUÇÃO,010100,4,CMB,00:00 às 23:00,Docente não informado pelo Departamento
FCH043,ESTETICA - FILOSOFIA DAS ARTES,010100,2,TER,10:40 às 12:30,Silvia Faustino de Assis Saes
FCH043,ESTETICA - FILOSOFIA DAS ARTES,010100,2,QUI,10:40 às 12:30,Silvia Faustino de Assis Saes
FCH043,ESTETICA - FILOSOFIA DAS ARTES,020200,6,TER,16:40 às 18:30,Docente não informado pelo Departamento
FCH043,ESTETICA - FILOSOFIA DAS ARTES,020200,6,QUI,16:40 às 18:30,Docente não informado pelo Departamento
FCH209,SOCIOLOGIA URBANA,010100,7,SEX,08:50 às 10:40,Rafael de Aguiar Arantes
FCH209,SOCIOLOGIA URBANA,010100,7,SEX,10:40 às 12:30,Rafael de Aguiar Arantes
FIS130,FISICA GERAL I-B,010000,45,SEG,07:00 às 08:50,Edvaldo Suzarthe de Araujo
FIS130,FISICA GERAL I-B,010000,45,QUA,07:00 às 08:50,Edvaldo Suzarthe de Araujo
FIS130,FISICA GERAL I-B,010000,45,SEX,07:00 às 08:50,Edvaldo Suzarthe de Araujo
FIS130,FISICA GERAL I-B,020000,45,SEG,13:00 às 14:50,Edvaldo Suzarthe de Araujo
FIS130,FISICA GERAL I-B,020000,45,QUA,13:00 às 14:50,Edvaldo Suzarthe de Araujo
FIS130,FISICA GERAL I-B,020000,45,SEX,13:00 às 14:50,Edvaldo Suzarthe de Araujo
ICS459,ACC: ACESSIBILIDADE E TECNOLOGIAS ASSISTIVAS,000100,3,TER,13:00 às 14:50,Maria Clara Barretto de Freitas Melro Br
ICS459,ACC: ACESSIBILIDADE E TECNOLOGIAS ASSISTIVAS,000100,3,CMB,00:00 às 00:00,Maria Clara Barretto de Freitas Melro Br
LETE46,LIBRAS-LÍNGUA BRASILEIRA DE SINAIS,060600,2,TER,14:50 às 15:45,Cintia de Jesus Santos
LETE46,LIBRAS-LÍNGUA BRASILEIRA DE SINAIS,060600,2,TER,15:45 às 16:40,Cintia de Jesus Santos
ADM012,ADMINISTRACAO,020200,5,SEG,14:50 às 16:40,Jose Celio Silveira Andrade
ADM012,ADMINISTRACAO,020200,5,QUA,14:50 às 16:40,Jose Celio Silveira Andrade
ADM012,ADMINISTRACAO,030300,5,TER,07:00 às 08:50,Morgana Gertrudes Martins Krieger
ADM012,ADMINISTRACAO,030300,5,QUI,07:00 às 08:50,Morgana Gertrudes Martins Krieger
ADM012,ADMINISTRACAO,060600,5,TER,08:50 às 10:40,Morgana Gertrudes Martins Krieger
ADM012,ADMINISTRACAO,060600,5,QUI,08:50 às 10:40,Morgana Gertrudes Martins Krieger
ARQ134,DESENHO TECNICO II-A,010100,25,TER,07:00 às 10:40,Roberio do Nascimento Coelho
ARQ134,DESENHO TECNICO II-A,010100,25,QUI,07:00 às 10:40,Roberio do Nascimento Coelho
ARQ134,DESENHO TECNICO II-A,020200,25,TER,13:00 às 16:40,Alexandre Pajeu Moura
ARQ134,DESENHO TECNICO II-A,020200,25,QUI,13:00 às 16:40,Alexandre Pajeu Moura
ARQ134,DESENHO TECNICO II-A,030300,25,TER,13:00 às 16:40,Erica de Sousa Checcucci
ARQ134,DESENHO TECNICO II-A,030300,25,QUI,13:00 às 16:40,Erica de Sousa Checcucci
DIR175,LEGISLAÇÃO SOCIAL,010100,28,SEG,10:40 às 12:30,Adriana Brasil Vieira Wyzykowski
DIR175,LEGISLAÇÃO SOCIAL,010100,28,QUA,10:40 às 12:30,Adriana Brasil Vieira Wyzykowski
DIR175,LEGISLAÇÃO SOCIAL,020200,25,SEG,16:40 às 18:30,Joao Gabriel Pimentel Lopes
DIR175,LEGISLAÇÃO SOCIAL,020200,25,QUA,16:40 às 18:30,Joao Gabriel Pimentel Lopes
ECOB40,INTRODUÇÃO À ECONOMIA I,110000,10,TER,18:30 às 20:20,Julyan Gleyvison Machado Gouveia Lins
ECOB40,INTRODUÇÃO À ECONOMIA I,110000,10,QUI,18:30 às 20:20,Julyan Gleyvison Machado Gouveia Lins
ECOB40,INTRODUÇÃO À ECONOMIA I,120000,10,TER,20:20 às 22:10,Docente Substituto a Contratar
ECOB40,INTRODUÇÃO À ECONOMIA I,120000,10,QUI,20:20 às 22:10,Docente Substituto a Contratar
ECOB40,INTRODUÇÃO À ECONOMIA I,130000,2,SEG,10:40 às 12:30,Glaucia Angelica Campregher
ECOB40,INTRODUÇÃO À ECONOMIA I,130000,2,QUA,10:40 às 12:30,Glaucia Angelica Campregher
ECOB40,INTRODUÇÃO À ECONOMIA I,190000,5,SEG,13:00 às 14:50,Luiz Alberto Bastos Petitinga
ECOB40,INTRODUÇÃO À ECONOMIA I,190000,5,QUA,13:00 às 14:50,Luiz Alberto Bastos Petitinga
ECOB40,INTRODUÇÃO À ECONOMIA I,200000,5,SEG,18:30 às 20:20,Lielson Antonio de Almeida Coelho
ECOB40,INTRODUÇÃO À ECONOMIA I,200000,5,QUA,18:30 às 20:20,Lielson Antonio de Almeida Coelho
ENG003,ELETRICIDADE,010100,13,SEG,16:40 às 18:30,Eudemario Souza de Santana
ENG003,ELETRICIDADE,010100,13,QUA,16:40 às 18:30,Eudemario Souza de Santana
ENG003,ELETRICIDADE,020200,30,TER,10:40 às 12:30,Renato Jose Pino de Araujo
ENG003,ELETRICIDADE,020200,30,QUI,10:40 às 12:30,Renato Jose Pino de Araujo
ENG003,ELETRICIDADE,040400,20,TER,14:50 às 16:40,Felipe Mendes de Vasconcellos
ENG003,ELETRICIDADE,040400,20,QUI,14:50 às 16:40,Felipe Mendes de Vasconcellos
ENG006,ENGENHARIA E SEGURANÇA DE TRÁFEGO,010100,15,SEG,08:50 às 10:40,Elio Santana Fontes
ENG006,ENGENHARIA E SEGURANÇA DE TRÁFEGO,010100,15,QUA,08:50 às 10:40,Elio Santana Fontes
ENG011,TALUDES E CONTENÇÔES,010100,15,TER,16:40 às 18:30,Kleber Azevedo Dourado
ENG011,TALUDES E CONTENÇÔES,010100,15,QUI,16:40 às 18:30,Kleber Azevedo Dourado
ENG012,BARRAGENS DE TERRA,010100,20,SEG,16:40 às 18:30,Roberto Bastos Guimaraes
ENG012,BARRAGENS DE TERRA,010100,20,QUA,16:40 às 18:30,Roberto Bastos Guimaraes
ENG017,CIÊNCIAS DOS MATERIAIS CÊRAMICOS,010100,20,TER,14:50 às 16:40,Marcelo Strozi Cilla
ENG017,CIÊNCIAS DOS MATERIAIS CÊRAMICOS,010100,20,QUI,14:50 às 16:40,Marcelo Strozi Cilla
ENG028,TRANSPORTE PÚBLICO,010100,10,SEG,18:30 às 20:20,Isabel Cristina de Oliveira Magalhaes Am
ENG028,TRANSPORTE PÚBLICO,010100,10,QUA,18:30 às 20:20,Isabel Cristina de Oliveira Magalhaes Am
ENG039,GESTÃO DA QUALIDADE NA ENGENHARIA,010100,5,TER,18:30 às 20:20,Anselmo Alves Bandeira
ENG039,GESTÃO DA QUALIDADE NA ENGENHARIA,010100,5,QUI,18:30 às 20:20,Anselmo Alves Bandeira
ENG114,HIPERESTATICA,010100,45,TER,08:50 às 10:40,Monica Cristina Cardoso da Guarda
ENG114,HIPERESTATICA,010100,45,QUI,08:50 às 10:40,Monica Cristina Cardoso da Guarda
ENG114,HIPERESTATICA,020200,45,TER,14:50 às 16:40,Monica Cristina Cardoso da Guarda
ENG114,HIPERESTATICA,020200,45,QUI,14:50 às 16:40,Monica Cristina Cardoso da Guarda
ENG115,PONTES,010100,45,SEG,08:50 às 10:40,Daniel de Souza Machado
ENG115,PONTES,010100,45,QUA,08:50 às 10:40,Daniel de Souza Machado
ENG118,ESTRUTURAS DE CONCRETO ARMADO I,010100,45,SEG,08:50 às 10:40,Tatiana Bittencourt Dumet
ENG118,ESTRUTURAS DE CONCRETO ARMADO I,010100,45,QUA,08:50 às 10:40,Tatiana Bittencourt Dumet
ENG118,ESTRUTURAS DE CONCRETO ARMADO I,030300,45,TER,14:50 às 16:40,Paulo Roberto do Rio de Almeida Braga
ENG118,ESTRUTURAS DE CONCRETO ARMADO I,030300,45,QUI,14:50 às 16:40,Paulo Roberto do Rio de Almeida Braga
ENG119,ESTRUTURAS DE CONCRETO ARMADO II,010100,45,TER,08:50 às 10:40,Cereno de Freitas Diniz Goncalves Muniz
ENG119,ESTRUTURAS DE CONCRETO ARMADO II,010100,45,QUI,08:50 às 10:40,Cereno de Freitas Diniz Goncalves Muniz
ENG119,ESTRUTURAS DE CONCRETO ARMADO II,020200,45,TER,13:00 às 14:50,Paulo Roberto do Rio de Almeida Braga
ENG119,ESTRUTURAS DE CONCRETO ARMADO II,020200,45,QUI,13:00 às 14:50,Paulo Roberto do Rio de Almeida Braga
ENG120,ESTRUTURAS DE CONCRETO ARMADO III,010100,30,SEG,07:00 às 08:50,Tatiana Bittencourt Dumet
ENG120,ESTRUTURAS DE CONCRETO ARMADO III,010100,30,QUA,07:00 às 08:50,Tatiana Bittencourt Dumet
ENG133,FERROVIAS,010100,10,TER,20:20 às 22:10,Andre Luis Oliveira de Melo
ENG133,FERROVIAS,010100,10,QUI,20:20 às 22:10,Andre Luis Oliveira de Melo
ENG134,PLANEJAMENTO E ECONOMIA DOS TRANSPORTES,010100,20,TER,18:30 às 20:20,Jose Ricardo Uchoa Cavalcanti Almeida
ENG134,PLANEJAMENTO E ECONOMIA DOS TRANSPORTES,010100,20,QUI,18:30 às 20:20,Jose Ricardo Uchoa Cavalcanti Almeida
ENG136,HIDRAULICA,010100,35,SEG,07:00 às 08:50,Francis Valter Pepe Franca
ENG136,HIDRAULICA,010100,35,QUA,07:00 às 08:50,Francis Valter Pepe Franca
ENG136,HIDRAULICA,030300,35,SEG,16:40 às 18:30,Andre Luiz Andrade Simoes
ENG136,HIDRAULICA,030300,35,QUA,16:40 às 18:30,Andre Luiz Andrade Simoes
ENG137,OBRAS HIDRÁULICAS,010100,20,TER,18:30 às 20:20,Renavan Andrade Sobrinho
ENG137,OBRAS HIDRÁULICAS,010100,20,QUI,18:30 às 20:20,Renavan Andrade Sobrinho
ENG169,ELEMENTOS DE MÁQUINAS E MOTORES,010100,5,SEG,14:50 às 16:40,Diego Santos Duarte
ENG169,ELEMENTOS DE MÁQUINAS E MOTORES,010100,5,QUA,14:50 às 16:40,Diego Santos Duarte
ENG213,SISTEMAS URBANOS DE ESGOTOS,010100,10,TER,14:50 às 16:40,Vivien Luciane Viaro
ENG213,SISTEMAS URBANOS DE ESGOTOS,010100,10,QUI,14:50 às 16:40,Vivien Luciane Viaro
ENG215,TRANSPORTE ÁEREO,010100,14,TER,10:40 às 12:30,Caroline Dias Amancio de Lima
ENG215,TRANSPORTE ÁEREO,010100,14,QUI,10:40 às 12:30,Caroline Dias Amancio de Lima
ENG216,PAVIMENTAÇÃO,010100,20,SEG,07:00 às 07:55,Caroline Dias Amancio de Lima
ENG216,PAVIMENTAÇÃO,010100,20,SEG,07:55 às 08:50,Elio Santana Fontes
ENG216,PAVIMENTAÇÃO,010100,20,SEX,07:00 às 08:50,Elio Santana Fontes
ENG268,MECÂNICA DAS ROCHAS I A,010100,10,SEG,13:00 às 14:50,Paulo Gustavo Cavalcante Lins
ENG268,MECÂNICA DAS ROCHAS I A,010100,10,QUA,13:00 às 14:50,Paulo Gustavo Cavalcante Lins
ENG269,CIÊNCIAS DO AMBIENTE,020200,40,SEG,13:00 às 14:50,Francisco Ramon Alves do Nascimento
ENG269,CIÊNCIAS DO AMBIENTE,020200,40,QUA,13:00 às 14:50,Francisco Ramon Alves do Nascimento
ENG269,CIÊNCIAS DO AMBIENTE,060600,35,TER,08:50 às 10:40,Francisco Ramon Alves do Nascimento
ENG269,CIÊNCIAS DO AMBIENTE,060600,35,QUI,08:50 às 10:40,Francisco Ramon Alves do Nascimento
ENG273,INSTALAÇÕES HIDRÁULICAS SANITÁRIAS E PREDIAIS,010100,25,SEG,18:30 às 20:20,Andre Luiz Andrade Simoes
ENG273,INSTALAÇÕES HIDRÁULICAS SANITÁRIAS E PREDIAIS,010100,25,SEG,18:30 às 20:20,Renavan Andrade Sobrinho
ENG273,INSTALAÇÕES HIDRÁULICAS SANITÁRIAS E PREDIAIS,010100,25,QUA,18:30 às 20:20,Andre Luiz Andrade Simoes
ENG273,INSTALAÇÕES HIDRÁULICAS SANITÁRIAS E PREDIAIS,010100,25,QUA,18:30 às 20:20,Renavan Andrade Sobrinho
ENG273,INSTALAÇÕES HIDRÁULICAS SANITÁRIAS E PREDIAIS,020200,25,TER,07:00 às 08:50,Renavan Andrade Sobrinho
ENG273,INSTALAÇÕES HIDRÁULICAS SANITÁRIAS E PREDIAIS,020200,25,QUI,07:00 às 08:50,Renavan Andrade Sobrinho
ENG295,HIGIENE E SEGURANÇA NO TRABALHO,010100,16,TER,13:00 às 14:50,Enete Souza de Medeiros
ENG295,HIGIENE E SEGURANÇA NO TRABALHO,010100,16,QUI,13:00 às 14:50,Enete Souza de Medeiros
ENG295,HIGIENE E SEGURANÇA NO TRABALHO,020200,15,TER,14:50 às 16:40,Enete Souza de Medeiros
ENG295,HIGIENE E SEGURANÇA NO TRABALHO,020200,15,QUI,14:50 às 16:40,Enete Souza de Medeiros
ENG296,CONSTRUCAO CIVIL I,010100,35,SEG,10:40 às 12:30,Elaine Pinto Varela Alberte
ENG296,CONSTRUCAO CIVIL I,010100,35,QUA,10:40 às 12:30,Elaine Pinto Varela Alberte
ENG296,CONSTRUCAO CIVIL I,020200,35,SEG,14:50 às 16:40,Elaine Pinto Varela Alberte
ENG296,CONSTRUCAO CIVIL I,020200,35,QUA,14:50 às 16:40,Elaine Pinto Varela Alberte
ENG297,CONSTRUCAO CIVIL II,010100,45,TER,14:50 às 16:40,Reymard Savio Sampaio de Melo
ENG297,CONSTRUCAO CIVIL II,010100,45,QUI,14:50 às 16:40,Reymard Savio Sampaio de Melo
ENG298,ESTÁTICA DAS CONSTRUÇÕES,010100,35,SEG,07:00 às 08:50,Daniel de Souza Machado
ENG298,ESTÁTICA DAS CONSTRUÇÕES,010100,35,QUA,07:00 às 08:50,Daniel de Souza Machado
ENG298,ESTÁTICA DAS CONSTRUÇÕES,020200,35,SEG,13:00 às 14:50,Alex Alves Bandeira
ENG298,ESTÁTICA DAS CONSTRUÇÕES,020200,35,QUA,13:00 às 14:50,Alex Alves Bandeira
ENG299,CONSTRUÇÕES DE AÇO,010100,45,SEG,13:00 às 14:50,Alberto Borges Vieira Junior
ENG299,CONSTRUÇÕES DE AÇO,010100,45,QUA,13:00 às 14:50,Alberto Borges Vieira Junior
ENG299,CONSTRUÇÕES DE AÇO,020200,45,TER,07:00 às 08:50,Cereno de Freitas Diniz Goncalves Muniz
ENG299,CONSTRUÇÕES DE AÇO,020200,45,QUI,07:00 às 08:50,Cereno de Freitas Diniz Goncalves Muniz
ENG300,CONSTRUÇÕES DE MADEIRAS,010100,20,TER,08:50 às 10:40,Sandro Fabio Cesar
ENG300,CONSTRUÇÕES DE MADEIRAS,010100,20,QUI,08:50 às 10:40,Sandro Fabio Cesar
ENG300,CONSTRUÇÕES DE MADEIRAS,020200,20,TER,14:50 às 16:40,Sandro Fabio Cesar
ENG300,CONSTRUÇÕES DE MADEIRAS,020200,20,QUI,14:50 às 16:40,Sandro Fabio Cesar
ENG300,CONSTRUÇÕES DE MADEIRAS,030300,20,TER,16:40 às 18:30,Sandro Fabio Cesar
ENG300,CONSTRUÇÕES DE MADEIRAS,030300,20,QUI,16:40 às 18:30,Sandro Fabio Cesar
ENG301,RESISTENCIA DOS MATERIAIS II A,010100,45,SEG,08:50 às 10:40,Rodrigo Sernizon Costa
ENG301,RESISTENCIA DOS MATERIAIS II A,010100,45,QUA,08:50 às 10:40,Rodrigo Sernizon Costa
ENG301,RESISTENCIA DOS MATERIAIS II A,020200,20,SEG,13:00 às 14:50,Yagho de Souza Simoes
ENG301,RESISTENCIA DOS MATERIAIS II A,020200,20,QUA,13:00 às 14:50,Yagho de Souza Simoes
ENG301,RESISTENCIA DOS MATERIAIS II A,030300,45,TER,13:00 às 14:50,Alberto Borges Vieira Junior
ENG301,RESISTENCIA DOS MATERIAIS II A,030300,45,QUI,13:00 às 14:50,Alberto Borges Vieira Junior
ENG302,ESTÁGIO EM ENGENHARIA CIVIL,000001,45,QUI,16:40 às 18:30,Paulo Roberto do Rio de Almeida Braga
ENG302,ESTÁGIO EM ENGENHARIA CIVIL,000001,45,CMB,00:00 às 00:00,Paulo Roberto do Rio de Almeida Braga
ENG302,ESTÁGIO EM ENGENHARIA CIVIL,000002,45,SEG,10:40 às 12:30,Daniel de Souza Machado
ENG302,ESTÁGIO EM ENGENHARIA CIVIL,000002,45,CMB,00:00 às 00:00,Daniel de Souza Machado
ENG303,SANEAMENTO BÁSICO,010100,60,SEG,18:30 às 20:20,Luciano Matos Queiroz
ENG303,SANEAMENTO BÁSICO,010100,60,QUA,18:30 às 20:20,Luciano Matos Queiroz
ENG304,PROJETO DE ESTRADAS,010100,30,SEG,08:50 às 10:40,Cezar Augusto Caldas Bello
ENG304,PROJETO DE ESTRADAS,010100,30,QUA,08:50 às 10:40,Cezar Augusto Caldas Bello
ENG304,PROJETO DE ESTRADAS,020200,30,SEG,10:40 às 12:30,Cezar Augusto Caldas Bello
ENG304,PROJETO DE ESTRADAS,020200,30,QUA,10:40 às 12:30,Cezar Augusto Caldas Bello
ENG304,PROJETO DE ESTRADAS,030300,29,SEG,16:40 às 18:30,Silvia Camargo Fernandes Miranda
ENG304,PROJETO DE ESTRADAS,030300,29,QUA,16:40 às 18:30,Silvia Camargo Fernandes Miranda
ENG305,CONSTRUÇÃO DE ESTRADAS,010100,25,TER,07:00 às 08:50,Caroline Dias Amancio de Lima
ENG305,CONSTRUÇÃO DE ESTRADAS,010100,25,QUI,07:00 às 08:50,Caroline Dias Amancio de Lima
ENG305,CONSTRUÇÃO DE ESTRADAS,020200,25,TER,18:30 às 20:20,Andre Luis Oliveira de Melo
ENG305,CONSTRUÇÃO DE ESTRADAS,020200,25,QUI,18:30 às 20:20,Andre Luis Oliveira de Melo
ENG370,FENÔMENOS DE TRANSPORTES I,020200,27,TER,08:50 às 10:40,Mauricio Alvarez Munoz
ENG370,FENÔMENOS DE TRANSPORTES I,020200,27,QUI,08:50 às 10:40,Mauricio Alvarez Munoz
ENG370,FENÔMENOS DE TRANSPORTES I,040400,45,TER,13:00 às 14:50,Docente não informado pelo Departamento
ENG370,FENÔMENOS DE TRANSPORTES I,040400,45,QUI,13:00 às 14:50,Docente não informado pelo Departamento
ENG371,HIDROLOGIA,010100,30,SEG,10:40 às 12:30,Lafayette Dantas da Luz
ENG371,HIDROLOGIA,010100,30,QUA,10:40 às 12:30,Lafayette Dantas da Luz
ENG371,HIDROLOGIA,020200,23,SEG,14:50 às 16:40,Bruno Jardim da Silva
ENG371,HIDROLOGIA,020200,23,QUA,14:50 às 16:40,Bruno Jardim da Silva
ENG383,DRENAGEM URBANA,010100,30,SEG,16:40 às 18:30,Bruno Jardim da Silva
ENG383,DRENAGEM URBANA,010100,30,QUA,16:40 às 18:30,Bruno Jardim da Silva
ENG383,DRENAGEM URBANA,020200,10,SEG,18:30 às 20:20,Bruno Jardim da Silva
ENG383,DRENAGEM URBANA,020200,10,QUA,18:30 às 20:20,Bruno Jardim da Silva
ENG446,INTRODUÇÃO À ENGENHARIA CIVIL,010000,40,TER,08:50 às 10:40,Docente Substituto a Contratar
ENG446,INTRODUÇÃO À ENGENHARIA CIVIL,020000,40,SEG,10:40 às 12:30,Aloisio Sthefano Correa Silva
ENG447,METODOLOGIA CIENTIFICA I,010000,45,TER,10:40 às 12:30,Paulo Gustavo Cavalcante Lins
ENG447,METODOLOGIA CIENTIFICA I,020000,30,TER,16:40 às 18:30,Paulo Gustavo Cavalcante Lins
ENGA01,GEODÉSIA,010100,18,TER,18:30 às 20:20,Mirele Viegas da Silva
ENGA01,GEODÉSIA,010100,18,QUI,18:30 às 20:20,Mirele Viegas da Silva
ENGA50,TOPOGRAFIA - A,010100,25,TER,08:50 às 10:40,Aline Graziadei Fernandes
ENGA50,TOPOGRAFIA - A,010100,25,TER,10:40 às 12:30,Aline Graziadei Fernandes
ENGA50,TOPOGRAFIA - A,020200,25,TER,13:00 às 14:50,Aline Graziadei Fernandes
ENGA50,TOPOGRAFIA - A,020200,25,QUI,13:00 às 14:50,Aline Graziadei Fernandes
ENGA50,TOPOGRAFIA - A,030300,25,TER,14:50 às 16:40,Aline Graziadei Fernandes
ENGA50,TOPOGRAFIA - A,030300,25,QUI,14:50 às 16:40,Aline Graziadei Fernandes
ENGA51,MATERIAIS DE CONSTRUÇÃO I - A,010100,28,SEG,08:50 às 10:40,Cleber Marcos Ribeiro Dias
ENGA51,MATERIAIS DE CONSTRUÇÃO I - A,010100,28,QUA,08:50 às 10:40,Cleber Marcos Ribeiro Dias
ENGA51,MATERIAIS DE CONSTRUÇÃO I - A,020200,30,SEG,14:50 às 16:40,Daniel Veras Ribeiro
ENGA51,MATERIAIS DE CONSTRUÇÃO I - A,020200,30,QUA,14:50 às 16:40,Daniel Veras Ribeiro
ENGA51,MATERIAIS DE CONSTRUÇÃO I - A,030300,30,SEG,16:40 às 18:30,Daniel Veras Ribeiro
ENGA51,MATERIAIS DE CONSTRUÇÃO I - A,030300,30,QUA,16:40 às 18:30,Daniel Veras Ribeiro
ENGA52,GEOPROCESSAMENTO,010100,15,TER,07:00 às 08:50,Aline Graziadei Fernandes
ENGA52,GEOPROCESSAMENTO,010100,15,QUI,07:00 às 08:50,Aline Graziadei Fernandes
ENGA52,GEOPROCESSAMENTO,030300,15,TER,10:40 às 12:30,Suzana Daniela Rocha Santos e Silva
ENGA52,GEOPROCESSAMENTO,030300,15,QUI,10:40 às 12:30,Suzana Daniela Rocha Santos e Silva
ENGA52,GEOPROCESSAMENTO,040400,19,TER,16:40 às 18:30,Vivian de Oliveira Fernandes
ENGA52,GEOPROCESSAMENTO,040400,19,QUI,16:40 às 18:30,Vivian de Oliveira Fernandes
ENGA53,MATERIAIS DE CONSTRUÇÃO II - A,010100,15,TER,08:50 às 10:40,Vanessa Silveira Silva
